,LIBNAME,new
636,VICTORVILLE CITY LIBRARY,-9.258212502468139
638,RANGEVIEW LIBRARY DISTRICT,-5.7784189686499
640,ALAMOSA/SOUTHERN PEAKS PUBLIC LIBRARY,-0.8755293166335152
641,ARAPAHOE LIBRARY DISTRICT,-4.256098980333973
642,UPPER SAN JUAN LIBRARY DISTRICT,-5.006648846697971
643,AURORA PUBLIC LIBRARY,-7.230689738193116
644,BACA COUNTY PUBLIC LIBRARY,-23.616709398748633
645,BASALT REGIONAL LIBRARY DISTRICT,-5.534212654859929
646,PINE RIVER PUBLIC LIBRARY DISTRICT/BAYFIELD,-4.863247057251577
647,BERTHOUD COMMUNITY LIBRARY DISTRICT,-6.354845972151618
648,BOULDER PUBLIC LIBRARY,-4.399458413897898
649,BROOMFIELD/EISENHOWER PUBLIC LIBRARY,-4.301596048445644
650,EAST MORGAN COUNTY LIBRARY DISTRICT/BRUSH,-6.293468498446103
651,NORTHERN CHAFFEE COUNTY LIB DIST/BUENA VISTA,-3.779462272471227
652,BURLINGTON PUBLIC LIBRARY,-5.226111945177859
653,CANON CITY PUBLIC LIBRARY,-3.7812660316467492
654,CONEJOS COUNTY LIBRARY DISTRICT,-13.270581910247985
655,CORTEZ PUBLIC LIBRARY,-4.389503352924696
657,MOFFAT COUNTY LIBRARY,-6.583972622315604
658,WEST CUSTER COUNTY LIBRARY DISTRICT,-3.651968422824635
660,DENVER PUBLIC LIBRARY,-4.507113317649287
662,DOLORES LIBRARY DISTRICT/MONTEZUMA COUNTY,-5.409533415022158
663,DOUGLAS COUNTY LIBRARIES,-4.1899203280127555
664,DURANGO PUBLIC LIBRARY,-4.975255552646529
665,EAGLE VALLEY LIBRARY DISTRICT,-5.241194866679936
666,ELBERT COUNTY LIBRARY DISTRICT,-6.155463003553073
667,ENGLEWOOD PUBLIC LIBRARY,-4.711064289423718
668,ESTES VALLEY PUBLIC LIBRARY DISTRICT,-4.17000306020978
669,JOHN C. FREMONT LIBRARY DISTRICT (FLORENCE),-4.258761196346403
670,POUDRE RIVER PUBLIC LIBRARY DISTRICT,-4.444060097193412
671,FORT MORGAN PUBLIC LIBRARY,-5.0410899040275385
673,GARFIELD CO PUBLIC LIBRARY DISTRICT,-3.9824357547397953
674,GILPIN COUNTY LIBRARY DISTRICT,-5.347645157839385
675,GRAND COUNTY LIBRARY DISTRICT,-4.733241622035589
678,WEST ROUTT LIBRARY DISTRICT/HAYDEN,-6.139485572673392
680,HOLYOKE/HEGINBOTHAM LIBRARY,-3.8971178237170556
681,SPANISH PEAKS LIBRARY DISTRICT,-7.181858616641544
684,JEFFERSON COUNTY PUBLIC LIBRARY,-4.225451863010389
687,LA JUNTA/WOODRUFF MEMORIAL LIBRARY,-3.15937101759749
688,LA VETA REGIONAL LIBRARY DISTRICT,-2.5373151824954285
689,LAFAYETTE PUBLIC LIBRARY,-4.694606879508342
691,LAKE COUNTY PUBLIC LIBRARY,-5.895318584509752
692,LAMAR PUBLIC LIBRARY,-4.375462035874215
695,LITTLETON/BEMIS PUBLIC LIBRARY,-3.8439421643954086
696,LONGMONT PUBLIC LIBRARY,-5.101145560577662
697,LOUISVILLE PUBLIC LIBRARY,-3.898699695719241
698,LOVELAND PUBLIC LIBRARY,-4.531639621825233
700,MANCOS PUBLIC LIBRARY DISTRICT,-3.9781032128593536
701,MANITOU SPRINGS PUBLIC LIBRARY,-3.991470676876003
703,MEEKER REGIONAL LIBRARY DISTRICT,-5.60917578617117
704,MESA COUNTY PUBLIC LIBRARY DISTRICT,-5.4674823837477815
706,MONTROSE REGIONAL LIBRARY DISTRICT,-5.6709444532093904
711,PARK COUNTY PUBLIC LIBRARY,-7.0882155370830855
712,PENROSE LIBRARY DISTRICT,-3.043506483919816
713,PIKES PEAK LIBRARY DISTRICT,-3.0168307372717207
714,PITKIN COUNTY LIBRARY,-5.107218561270602
715,PUEBLO CITY-COUNTY LIBRARY DISTRICT,-3.964838650089517
716,RANGELY REGIONAL LIBRARY DISTRICT,-5.521104674258513
717,ROCKY FORD PUBLIC LIBRARY,-1.4856597163386418
719,SOUTHERN TELLER COUNTY SCHOOL/PUBLIC LIB DIST,-5.322567608705766
721,SOUTHERN CHAFFEE COUNTY REGIONAL LIB DIST/SALIDA,-3.2120040372918486
722,SECURITY PUBLIC LIBRARY,-5.322496297679976
724,EAST ROUTT LIBRARY DISTRICT,-3.4846308999902305
725,STERLING PUBLIC LIBRARY,-5.936490144805519
727,SUMMIT COUNTY LIBRARY,-5.43470950756069
729,SAN MIGUEL LIBRARY DISTRICT # 1/TELLURIDE,-4.089488309136949
730,TRINIDAD/CARNEGIE PUBLIC LIBRARY,-5.758336348984034
731,VAIL PUBLIC LIBRARY,-3.4087518533055445
732,WELLINGTON PUBLIC LIBRARY,-6.166933409313877
733,WESTMINSTER PUBLIC LIBRARY,-4.808301401931734
734,CLEARVIEW LIBRARY DISTRICT,-5.975928733707217
735,RAMPART LIBRARY DISTRICT/WOODLAND PARK/FLORISSANT,-5.5972036714265485
736,WRAY PUBLIC LIBRARY,-4.619152354572792
737,YUMA PUBLIC LIBRARY,-5.000004092264215
738,IGNACIO LIBRARY DISTRICT,-6.3310348087111255
739,CLEAR CREEK LIBRARY DISTRICT,-5.375036085057056
740,DELTA COUNTY PUBLIC LIBRARY DISTRICT,-4.766455152164692
741,HIGH PLAINS LIBRARY DISTRICT,-5.395785302257488
742,RIO GRANDE LIBRARY DISTRICT,-8.94447887711218
745,RED FEATHER MOUNTAIN LIBRARY DISTRICT,-4.927005644455194
746,EAST CHEYENNE COUNTY LIBRARY DISTRICT,-4.20961227775273
747,RIDGWAY LIBRARY DISTRICT,-4.422345258023649
750,NEDERLAND COMMUNITY LIBRARY DISTRICT,-5.892323054357948
751,NORTHEAST COLORADO BOOKMOBILE SERVICES,-7.409809100952116
947,DISTRICT OF COLUMBIA PUBLIC LIBRARY,-6.894722026513973
1110,GUAM PUBLIC LIBRARY SYSTEM,-11.09711576377104
1111,HAWAII STATE PUBLIC LIBRARY SYSTEM,-8.625027795397044
1112,OTTUMWA PUBLIC LIBRARY,-7.404067945619379
1114,CARNEGIE-EVANS PUBLIC LIBRARY,-3.2968219747407406
1116,BLOOMFIELD PUBLIC LIBRARY,-5.521497741743749
1117,DRAKE PUBLIC LIBRARY,-6.097539310324551
1118,CHARITON FREE PUBLIC LIBRARY,-7.353595834442134
1120,MATILDA J. GIBSON MEMORIAL LIBRARY,-7.491137384572786
1122,FAIRFIELD PUBLIC LIBRARY,-4.075366592455348
1127,LAMONI PUBLIC LIBRARY,-5.658210525023613
1128,LEON PUBLIC LIBRARY,-6.732263118087207
1132,OSCEOLA PUBLIC LIBRARY,-5.847340924421545
1133,OSKALOOSA PUBLIC LIBRARY,-4.987294866478071
1136,DES MOINES PUBLIC LIBRARY,-5.955473329943799
1137,ROY R. ESTLE MEMORIAL LIBRARY,-5.075171702659165
1142,PERRY PUBLIC LIBRARY,-4.736636312638293
1144,WAUKEE PUBLIC LIBRARY,-4.89213149248475
1148,WINTERSET PUBLIC LIBRARY,-4.947266760237627
1149,AMES PUBLIC LIBRARY,-3.59411140407869
1152,ADEL PUBLIC LIBRARY,-4.28233793037281
1155,NEVADA PUBLIC LIBRARY,-5.623282805262753
1156,BERTHA BARTLETT PUBLIC LIBRARY,-5.135222776696984
1157,ROLAND PUBLIC LIBRARY,-4.727452243339184
1161,CORALVILLE PUBLIC LIBRARY,-4.937279117027581
1163,SOLON PUBLIC LIBRARY,-5.599517243922491
1164,MARENGO PUBLIC LIBRARY,-4.9905925992077655
1166,WILLIAMSBURG PUBLIC LIBRARY,-3.670788606423095
1168,DRAKE COMMUNITY LIBRARY,-5.357738222548392
1171,KALONA PUBLIC LIBRARY,-6.351814313712584
1172,WASHINGTON FREE PUBLIC LIBRARY,-5.417367843845585
1173,WELLMAN-SCOFIELD PUBLIC LIBRARY,-6.194048816463906
1177,KECK MEMORIAL LIBRARY,-7.156716162147013
1178,MUSSER PUBLIC LIBRARY,-5.473902363094786
1179,WEST LIBERTY PUBLIC LIBRARY,-3.448697650977526
1182,NORTH LIBERTY COMMUNITY LIBRARY,-5.298538010366561
1183,MASON CITY PUBLIC LIBRARY,-5.419266527301782
1184,CLEAR LAKE PUBLIC LIBRARY,-5.1570959366636036
1192,HAMPTON PUBLIC LIBRARY,-5.706425718081791
1193,SHEFFIELD PUBLIC LIBRARY,-5.4626180164341545
1198,KENDALL YOUNG LIBRARY,-3.6691696420648467
1202,GARNER PUBLIC LIBRARY,-6.131325729480747
1207,ELDORA PUBLIC LIBRARY,-6.081045545024307
1210,ESTHERVILLE PUBLIC LIBRARY,-5.652562580975711
1217,ROCK RAPIDS PUBLIC LIBRARY,-4.486774868632929
1225,SIBLEY PUBLIC LIBRARY,-5.525796189784345
1226,EMMETSBURG PUBLIC LIBRARY,-4.431270107811509
1231,LE MARS PUBLIC LIBRARY,-6.067456238338833
1238,NEW HAMPTON PUBLIC LIBRARY,-5.130945628827236
1250,MANCHESTER PUBLIC LIBRARY,-6.112730364626531
1252,DUBUQUE COUNTY LIBRARY,-8.596012845532147
1254,KIRKENDALL PUBLIC LIBRARY,-4.501423463176313
1256,URBANDALE PUBLIC LIBRARY,-4.968015127887225
1257,WEST DES MOINES PUBLIC LIBRARY,-5.165692122628613
1258,ALTOONA PUBLIC LIBRARY,-5.915350453494194
1259,GRIMES PUBLIC LIBRARY,-5.688231832852557
1261,HUXLEY PUBLIC LIBRARY,-6.39331792868298
1262,PLEASANT HILL PUBLIC LIBRARY,-4.191989618435145
1264,MARSHALLTOWN PUBLIC LIBRARY,-5.651818551268318
1268,NEWTON PUBLIC LIBRARY,-6.088321937091724
1269,KNOXVILLE PUBLIC LIBRARY,-5.937532889668178
1270,PELLA PUBLIC LIBRARY,-5.8518554141285435
1277,LAURENS PUBLIC LIBRARY,-3.3110269274771653
1278,POCAHONTAS PUBLIC LIBRARY,-2.027438964729507
1283,HAWARDEN PUBLIC LIBRARY,-4.125990535921234
1284,HULL PUBLIC LIBRARY,-3.962865923580076
1285,ORANGE CITY PUBLIC LIBRARY,-3.975077480089437
1287,SIOUX CENTER PUBLIC LIBRARY,-4.960255162597736
1293,SAC CITY PUBLIC LIBRARY,-6.0446722640525685
1295,POLK CITY COMMUNITY LIBRARY,-5.789695124482729
1296,ERICSON PUBLIC LIBRARY,-6.182657923496473
1297,MADRID PUBLIC LIBRARY,-4.935496551133099
1301,ELY PUBLIC LIBRARY,-4.887038173386086
1304,KEOKUK PUBLIC LIBRARY,-6.140492406185489
1313,FORT MADISON PUBLIC LIBRARY,-4.704500445179204
1318,H.J. NUGEN PUBLIC LIBRARY,-4.375553047593539
1321,BURLINGTON PUBLIC LIBRARY,-4.603514475379039
1322,MEDIAPOLIS PUBLIC LIBRARY,-5.026872225607125
1323,MOUNT PLEASANT PUBLIC LIBRARY,-6.571254784837763
1327,SIOUX CITY PUBLIC LIBRARY,-5.8336177376633565
1333,AUDUBON PUBLIC LIBRARY,-1.7931323878267493
1342,ROBERT W. BARLOW MEMORIAL LIBRARY,-5.208031738456122
1347,HUMBOLDT PUBLIC LIBRARY,-4.5716262711295785
1353,ALGONA PUBLIC LIBRARY,-5.803271280716237
1360,WEST BEND PUBLIC LIBRARY,-5.30462660874566
1364,FORT DODGE PUBLIC LIBRARY,-5.828091861060826
1369,FOREST CITY PUBLIC LIBRARY,-5.638965511135686
1370,LAKE MILLS PUBLIC LIBRARY,-5.7112649077031685
1373,BELMOND PUBLIC LIBRARY,-5.374900567256283
1375,CLARION PUBLIC LIBRARY,-3.5879460007499757
1376,EAGLE GROVE MEMORIAL LIBRARY,-5.0751875375903985
1386,OSAGE PUBLIC LIBRARY,-4.221100078687884
1388,NISSEN PUBLIC LIBRARY,-4.337433935652654
1390,CHARLES CITY PUBLIC LIBRARY,-5.7723083340954116
1395,CORNING PUBLIC LIBRARY,-1.456384920371225
1406,JEFFERSON PUBLIC LIBRARY,-3.323819573633917
1410,GREENFIELD PUBLIC LIBRARY,-5.578928842192249
1412,CHURDAN PUBLIC LIBRARY,-3.7325653403029984
1424,CARROLL PUBLIC LIBRARY,-5.676659590069116
1425,CEDAR FALLS PUBLIC LIBRARY,-5.58584451912327
1427,HUDSON PUBLIC LIBRARY,-3.2832441749617387
1430,WATERLOO PUBLIC LIBRARY,-5.537919979893499
1432,DENVER PUBLIC LIBRARY,-5.068645257816049
1433,JAMES KENNEDY PUBLIC LIBRARY,-3.0836683643426723
1435,SUMNER PUBLIC LIBRARY,-4.3798483501581895
1437,WAVERLY PUBLIC LIBRARY,-4.847913085734263
1439,INDEPENDENCE PUBLIC LIBRARY,-4.109202484717291
1440,JESUP PUBLIC LIBRARY,-5.8679761367687275
1445,CLARKSVILLE PUBLIC LIBRARY,-4.498118931955517
1446,GREENE PUBLIC LIBRARY,-2.2989023890159848
1448,KOTHE MEMORIAL LIBRARY,-4.168110721915318
1451,WILTON PUBLIC LIBRARY,-4.358383023334755
1452,BETTENDORF PUBLIC LIBRARY INFORMATION CENTER,-4.568780871259128
1453,DAVENPORT PUBLIC LIBRARY,-5.573845584371947
1454,SCOTT COUNTY LIBRARY SYSTEM,-6.881637649769121
1456,BELLEVUE PUBLIC LIBRARY,-5.961820240655168
1457,MAQUOKETA PUBLIC LIBRARY,-4.833547063214105
1460,BELLE PLAINE COMMUNITY LIBRARY,-4.936023705067121
1464,VINTON PUBLIC LIBRARY,-6.04379732587605
1468,LOUISE & LUCILE HINK/TAMA PUBLIC LIBRARY,-5.749024386995179
1469,TOLEDO PUBLIC LIBRARY,-5.26132809782186
1471,CEDAR RAPIDS PUBLIC LIBRARY,-6.1376562940504495
1472,CENTER POINT PUBLIC LIBRARY,-4.3491480896447134
1476,INDIANOLA PUBLIC LIBRARY,-5.584112424688087
1478,NORWALK EASTER PUBLIC LIBRARY,-5.770548131800668
1479,CARLISLE PUBLIC LIBRARY,-8.226021801031466
1482,ROBEY MEMORIAL LIBRARY,-5.5013884265655815
1489,OELWEIN PUBLIC LIBRARY,-4.703876016865998
1492,CONRAD PUBLIC LIBRARY,-2.7822954851966664
1493,KLING MEMORIAL LIBRARY,-3.900701783957011
1497,CRESCO PUBLIC LIBRARY,-3.154210458381888
1501,DECORAH PUBLIC LIBRARY,-4.521211254745976
1504,SHELDON PUBLIC LIBRARY,-1.951036283823394
1505,ALBERT CITY PUBLIC LIBRARY,-2.2525535777541403
1511,STORM LAKE PUBLIC LIBRARY,-6.02486983511641
1512,CHEROKEE PUBLIC LIBRARY,-4.06309722622231
1518,SPENCER PUBLIC LIBRARY,-5.863203299039178
1522,MILFORD MEMORIAL LIBRARY,-4.98071953760303
1523,SPIRIT LAKE PUBLIC LIBRARY,-5.071417486728266
1526,SHENANDOAH PUBLIC LIBRARY,-4.363746196878767
1527,LIED PUBLIC LIBRARY-CLARINDA,-4.649711417365734
1530,RED OAK PUBLIC LIBRARY,-4.424656730624456
1533,GLENWOOD PUBLIC LIBRARY,-5.986389637420496
1543,ATLANTIC PUBLIC LIBRARY,-4.509281818399502
1547,AVOCA PUBLIC LIBRARY,-5.535860684443132
1548,COUNCIL BLUFFS PUBLIC LIBRARY,-5.614741435583107
1551,BONDURANT COMMUNITY LIBRARY,-5.190118490488512
1553,HIAWATHA PUBLIC LIBRARY,-3.2835294273121187
1555,MARION PUBLIC LIBRARY,-3.782116969026759
1557,WEST BRANCH PUBLIC LIBRARY,-4.291568155461909
1559,ANAMOSA PUBLIC LIBRARY,-5.807786490109169
1561,ROSS & ELIZABETH BATY MONTICELLO PUBLIC LIBRA,-5.207873176896089
1567,CAMANCHE PUBLIC LIBRARY,-4.986754565787182
1568,CLINTON PUBLIC LIBRARY,-6.598903060507039
1569,FRANCES BANTA WAGGONER COMMUNITY LIBRARY,-5.9128988094806125
1571,TIPTON PUBLIC LIBRARY,-5.882556698955861
1576,NORELIUS COMMUNITY LIBRARY,-5.380234085529438
1588,ONAWA PUBLIC LIBRARY,-5.343852430002863
1591,HARLAN COMMUNITY LIBRARY,-3.4835306012378515
1602,WEST UNION COMMUNITY LIBRARY,-4.099729032580154
1607,EDWARD F. OWEN MEMORIAL LIBRARY,-5.319419913040094
1609,HARTLEY PUBLIC LIBRARY,-3.6294560119926804
1612,LAKE CITY PUBLIC LIBRARY,-3.3100849272594304
1627,JOHNSTON PUBLIC LIBRARY,-5.339059807018921
1643,CLIVE PUBLIC LIBRARY,-5.74942003975712
1645,RUSSELL D. COLE LIBRARY,-8.02168987132348
1649,LECLAIRE COMMUNITY LIBRARY,-4.1357264846775585
1653,ABERDEEN DISTRICT,-3.948948879052486
1654,AMERICAN FALLS DISTRICT,-5.976822453779089
1655,LOST RIVERS DISTRICT,-10.106896540921518
1657,ADA COUNTY DISTRICT,-4.56177811428717
1659,BLACKFOOT PUBLIC,-3.1029048928304213
1660,SNAKE RIVER SCHOOL/COMMUNITY,-4.225776142074974
1661,BOUNDARY COUNTY DISTRICT,-5.912754651058112
1663,BUHL PUBLIC,-3.4894075416697836
1664,BURLEY PUBLIC,-4.783083593910401
1665,COEUR D'ALENE PUBLIC,-3.3755753742564742
1666,CALDWELL PUBLIC,-6.914091665016923
1669,PORTNEUF DISTRICT,-2.9825529279477565
1673,CASCADE PUBLIC,-0.9845293885935668
1674,SOUTH BANNOCK DISTRICT,-8.585949228920693
1676,EAGLE PUBLIC,-5.6846233789428355
1677,EMMETT PUBLIC,-4.1052540169945875
1681,GARDEN VALLEY DISTRICT,-5.143509464174022
1682,GARDEN CITY PUBLIC,-1.4714179293860323
1685,GOODING PUBLIC,-4.067098790827667
1690,HAILEY PUBLIC,-4.988951060439102
1693,BOISE BASIN DISTRICT,-5.952880488285094
1694,IDAHO FALLS PUBLIC,-5.175908172107316
1695,JEROME PUBLIC,-5.740784848096402
1697,KUNA DISTRICT,-3.8198063444705816
1698,LEWISTON CITY PUBLIC,-5.916395942758554
1701,ONEIDA COUNTY DISTRICT,-3.946988823546471
1704,MCCALL PUBLIC,-4.586068644115159
1705,LATAH COUNTY DISTRICT,-6.820249588951723
1706,MERIDIAN DISTRICT,-6.248054400211832
1707,JEFFERSON COUNTY DISTRICT,-9.629670231604742
1708,MOUNTAIN HOME PUBLIC,-4.835954007780254
1712,BEAR LAKE COUNTY DISTRICT,-4.683133714371617
1714,NAMPA PUBLIC,-7.052603354178936
1720,CLEARWATER DISTRICT,-5.786837687141351
1722,PAYETTE PUBLIC,-4.506617572266662
1723,POST FALLS PUBLIC,-5.27481647926587
1724,MARSHALL PUBLIC,-3.5463515426292083
1725,PIERCE DISTRICT,-5.441886714363844
1727,WEST BONNER DISTRICT,-6.138855078338092
1728,LARSEN-SANT/FRANKLIN DISTRICT,-5.39592409529436
1729,MADISON DISTRICT,-4.17795609010304
1733,RIGBY PUBLIC,-2.3085994382574406
1736,DEMARY MEMORIAL,-5.1256021708901445
1737,NORTH BINGHAM COUNTY DISTRICT,-5.146069656905655
1738,LEMHI COUNTY DISTRICT,-7.822098142763032
1743,SODA SPRINGS PUBLIC,-3.2246937263856257
1745,TWIN FALLS PUBLIC,-6.1562030960013905
1746,VALLEY OF THE TETONS DISTRICT,-6.672926996868846
1748,WEISER PUBLIC,-6.389225566645582
1750,WILDER DISTRICT,-6.640511116737432
1754,FREMONT COUNTY DISTRICT,-7.161494525412074
1756,PRIEST LAKE DISTRICT,-5.169562715335499
2391,WASHINGTON CARNEGIE PUBLIC LIBRARY,-5.31794029863091
2393,JASPER-DUBOIS COUNTY CONTRACTUAL PUBLIC LIBRARY,-5.267708167804899
2394,HUNTINGBURG PUBLIC LIBRARY,-5.010213202297346
2395,OWENSVILLE CARNEGIE PUBLIC LIBRARY,-3.9668306040268804
2396,PRINCETON PUBLIC LIBRARY,-6.026749225842046
2397,FORT BRANCH-JOHNSON TOWNSHIP PUBLIC LIBRARY,-6.546629283097239
2398,OAKLAND CITY-COLUMBIA TOWNSHIP PUBLIC LIBRARY,-5.940092000476008
2399,BICKNELL-VIGO TOWNSHIP PUBLIC LIBRARY,-10.023406769010707
2400,KNOX COUNTY PUBLIC LIBRARY,-5.323965464024539
2403,TELL CITY-PERRY COUNTY PUBLIC LIBRARY,-6.198386007121872
2405,PIKE COUNTY PUBLIC LIBRARY,-7.428698919689973
2406,POSEYVILLE CARNEGIE PUBLIC LIBRARY,-6.241049800951683
2408,ALEXANDRIAN PUBLIC LIBRARY,-5.70274956274762
2409,SPENCER COUNTY PUBLIC LIBRARY,-3.856409280140306
2411,WILLARD LIBRARY OF EVANSVILLE,-8.759087236995844
2412,OHIO TOWNSHIP PUBLIC LIBRARY SYSTEM,-6.199073939779284
2413,BOONVILLE-WARRICK COUNTY PUBLIC LIBRARY,-7.836781070981146
2414,REMINGTON-CARPENTER TOWNSHIP PUBLIC LIBRARY,-4.657077572766674
2415,JASPER COUNTY PUBLIC LIBRARY,-5.819455753194848
2416,WHITING PUBLIC LIBRARY,-5.708935556421866
2417,EAST CHICAGO PUBLIC LIBRARY,-5.822474171647635
2418,GARY PUBLIC LIBRARY,-6.054329042453659
2419,HAMMOND PUBLIC LIBRARY,-6.778179219223722
2420,LAKE COUNTY PUBLIC LIBRARY,-3.9779016308733235
2421,CROWN POINT COMMUNITY PUBLIC LIBRARY,-5.85314104941363
2422,MICHIGAN CITY PUBLIC LIBRARY,-4.749102062420409
2427,NEWTON COUNTY PUBLIC LIBRARY,-4.2866066945374675
2428,BROOK-IROQUOIS-WASHINGTON PUBLIC LIBRARY,-5.2376782814139915
2429,KENTLAND-JEFFERSON TOWNSHIP PUBLIC LIBRARY,-6.093377581625205
2431,PORTER COUNTY PUBLIC LIBRARY SYSTEM,-6.4078830279983015
2432,WESTCHESTER PUBLIC LIBRARY,-4.5114817796337885
2433,FRANCESVILLE-SALEM TOWNSHIP PUBLIC LIBRARY,-6.498228518436045
2434,PULASKI COUNTY PUBLIC LIBRARY,-4.818551814690225
2436,NORTH JUDSON-WAYNE TOWNSHIP PUBLIC LIBRARY,-7.01167530187704
2437,STARKE COUNTY PUBLIC LIBRARY SYSTEM,-6.207580335517965
2438,ELKHART PUBLIC LIBRARY,-5.543762929258537
2439,WAKARUSA-OLIVE & HARRISON TOWNSHIP PUBLIC LIBRARY,-5.491200461907879
2440,NAPPANEE PUBLIC LIBRARY,-4.665107481782721
2441,BRISTOL-WASHINGTON TOWNSHIP PUBLIC LIBRARY,-5.8197744694499765
2442,GOSHEN PUBLIC LIBRARY,-5.26847380336376
2443,MIDDLEBURY COMMUNITY PUBLIC LIBRARY,-5.105241262078841
2444,BELL MEMORIAL PUBLIC LIBRARY,-5.909459542622416
2445,WARSAW COMMUNITY PUBLIC LIBRARY,-5.463044457288058
2446,MILFORD PUBLIC LIBRARY,-4.697760746663773
2447,SYRACUSE-TURKEY CREEK TOWNSHIP PUBLIC LIBRARY,-6.343649326128401
2449,CULVER-UNION TOWNSHIP PUBLIC LIBRARY,-4.445022416746309
2450,PLYMOUTH PUBLIC LIBRARY,-4.982793368881349
2451,BREMEN PUBLIC LIBRARY,-4.91915606533986
2452,ARGOS PUBLIC LIBRARY,-5.577060699537053
2453,BOURBON PUBLIC LIBRARY,-4.793520666596121
2454,NEW CARLISLE & OLIVE TOWNSHIP PUBLIC LIBRARY,-1.6573809456387485
2455,WALKERTON-LINCOLN TOWNSHIP PUBLIC LIBRARY,-6.758122911000039
2456,ST JOSEPH COUNTY PUBLIC LIBRARY,-4.47915841788879
2457,MISHAWAKA-PENN-HARRIS PUBLIC LIBRARY,-5.927249202714547
2458,BERNE PUBLIC LIBRARY,-6.235177338499214
2459,ALLEN COUNTY PUBLIC LIBRARY,-4.822835969787878
2460,GARRETT PUBLIC LIBRARY,-4.520148971210902
2461,ECKHART PUBLIC LIBRARY,-4.450804406671225
2462,WATERLOO-GRANT TOWNSHIP PUBLIC LIBRARY,-2.735028651512076
2463,BUTLER PUBLIC LIBRARY,-2.996500949101966
2466,HUNTINGTON CITY-TOWNSHIP PUBLIC LIBRARY,-5.557948035865358
2468,LA GRANGE COUNTY PUBLIC LIBRARY,-4.989776107713727
2469,LIGONIER PUBLIC LIBRARY,-3.0478483333506876
2470,NOBLE COUNTY PUBLIC LIBRARY,-6.26377189015461
2471,KENDALLVILLE PUBLIC LIBRARY,-4.276426055846246
2472,CARNEGIE PUBLIC LIBRARY OF STEUBEN COUNTY,-4.764670024057695
2473,FREMONT PUBLIC LIBRARY,-4.915538424174987
2474,WELLS COUNTY PUBLIC LIBRARY,-5.3715617138786635
2475,SOUTH WHITLEY-CLEVELAND TOWNSHIP PUBLIC LIBRARY,-4.4032210852644695
2476,PEABODY PUBLIC LIBRARY,-5.7239533104781835
2481,BENTON COUNTY PUBLIC LIBRARY,-7.054249154745106
2482,OXFORD PUBLIC LIBRARY,-4.0216769614927665
2483,OTTERBEIN PUBLIC LIBRARY,-4.792534594709154
2484,DELPHI PUBLIC LIBRARY,-5.125063118722041
2486,FLORA-MONROE TOWNSHIP PUBLIC LIBRARY,-6.381219413690446
2489,KIRKLIN PUBLIC LIBRARY,-6.857100273974616
2490,ATTICA PUBLIC LIBRARY,-5.117721855932763
2491,COVINGTON-VEEDERSBURG PUBLIC LIBRARY,-3.6216179325322093
2493,CRAWFORDSVILLE DISTRICT PUBLIC LIBRARY,-6.013948257477979
2498,WEST LAFAYETTE PUBLIC LIBRARY,-6.128558767398708
2499,TIPPECANOE COUNTY PUBLIC LIBRARY,-5.066234033989822
2501,WILLIAMSPORT-WASHINGTON TOWNSHIP PUBLIC LIBRARY,-1.2049489083917704
2503,BROOKSTON-PRAIRIE TOWNSHIP PUBLIC LIBRARY,-5.2001798907253045
2504,MONON TOWN & TOWNSHIP PUBLIC LIBRARY,-5.591600559298974
2505,MONTICELLO-UNION TOWNSHIP PUBLIC LIBRARY,-4.5321417465348
2507,LOGANSPORT-CASS COUNTY PUBLIC LIBRARY,-4.901336821474846
2508,WALTON & TIPTON TOWNSHIP PUBLIC LIBRARY,-3.9613104636286622
2509,KEWANNA-UNION TOWNSHIP PUBLIC LIBRARY,-4.472850177993855
2510,FULTON COUNTY PUBLIC LIBRARY,-5.352311056141456
2511,AKRON CARNEGIE PUBLIC LIBRARY,-5.800246263403178
2513,GREENTOWN & EASTERN HOWARD SCHOOL PUBLIC LIBRARY,-5.191631577780798
2514,PERU PUBLIC LIBRARY,-3.6282917028605675
2516,TIPTON COUNTY PUBLIC LIBRARY,-5.614471187996355
2518,NORTH MANCHESTER PUBLIC LIBRARY,-3.8349154129151874
2519,WABASH CARNEGIE PUBLIC LIBRARY,-5.681292378411073
2520,HARTFORD CITY PUBLIC LIBRARY,-4.461262242742991
2521,MONTPELIER-HARRISON TOWNSHIP PUBLIC LIBRARY,-4.129126199113796
2523,FAYETTE COUNTY PUBLIC LIBRARY,-7.178650338782098
2524,FRANKLIN COUNTY PUBLIC LIBRARY DISTRICT,-5.303180219810704
2526,MARION PUBLIC LIBRARY,-5.994715969888516
2527,GAS CITY-MILL TOWNSHIP PUBLIC LIBRARY,-5.786907244580353
2533,MIDDLETOWN FALL CREEK TOWNSHIP PUBLIC LIBRARY,-5.8598742676599365
2534,NEW CASTLE-HENRY COUNTY PUBLIC LIBRARY,-6.649730482880974
2537,DUNKIRK PUBLIC LIBRARY,-5.680470635966039
2539,JAY COUNTY PUBLIC LIBRARY,-5.727643594976059
2540,NORTH MADISON COUNTY PUBLIC LIBRARY SYSTEM,-5.669182182288485
2541,ALEXANDRIA-MONROE PUBLIC LIBRARY,-3.5049102283322875
2543,PENDLETON COMMUNITY PUBLIC LIBRARY,-5.057246936122158
2545,WINCHESTER COMMUNITY PUBLIC LIBRARY,-5.9063622251234555
2550,RUSHVILLE PUBLIC LIBRARY,-6.139812466984468
